1,17388.861436018495
2,17561.706061028184
3,17634.784229877216
4,18021.921773860562
5,18115.964178410784
6,18503.322953893752
7,18968.24277243339
8,19670.830175520612
9,19726.303432819732
10,19545.200930158444
11,19724.10637990778
12,20136.664240784365
13,20221.25576018536
14,20307.834895615993
15,20447.801939629604
16,20528.2716302395
17,20892.415141432703
18,21115.938001147166
19,20991.29241628749
20,20900.035809961137
21,20902.470411412785
22,20810.35599990681
23,20952.87979517616
24,20923.075637371952
25,20906.740239353276
26,20987.391698284533
27,21048.919110387287
28,21077.196219840782
29,21127.09274512926
30,21196.614564045853
31,21354.226330810026
32,21399.623147480575
33,22899.526025302162
34,24105.041343234752
35,25411.577840431844
36,26508.27582897967
37,27840.602603295138
38,29163.78800749237
39,30291.520441823584
40,30070.13384919007
41,30887.850388369432
42,30687.96874254051
43,31593.356928266097
44,31452.045500628647
45,31156.668523063956
1,21913.91543988279
2,22331.196131438628
3,22964.71351857824
4,23584.577920670927
5,23832.42341678563
6,23933.086657041073
7,24736.227715713692
8,24879.372602584946
9,25437.199794600718
10,25432.676065896136
11,25738.619879861537
12,25679.425945437983
13,25164.219988342145
14,24987.731215483636
15,25051.630080398805
16,25032.894315487865
17,25084.53211717296
18,25220.830695265075
19,25220.02881737142
20,27725.120135486806
21,27719.65723971128
22,30018.52529236705
23,32227.006028424934
24,33822.87770622566
25,33652.92336214042
26,35106.52166720131
27,36569.251113141196
28,36008.42376608645
29,35542.75097883734
30,36796.51643606024
31,36521.5471837945
32,36165.24497553376
1,22900.31986768108
2,23544.90471639947
3,24211.031171224382
4,23198.22229893561
5,22730.752833849456
6,22466.316826874307
7,22483.06211983951
8,22874.764146234753
9,23491.8445616001
10,23765.272850686622
11,24182.23640838944
12,24403.90016809422
13,23990.603513664748
14,24311.371985226626
15,24866.251060206047
16,24676.822063891344
17,24646.65732657583
18,24691.38169617856
19,24710.316664461672
20,25053.708848224138
21,24919.529281005372
22,24840.50821179346
23,26875.799740185405
24,28320.011652241705
25,28421.13799839306
26,28024.384724779502
27,31675.15181180623
28,31394.21382171366
29,34687.61041565956
30,37651.15242095777
31,37384.103214550094
32,41493.14750878062
33,40773.294670119954
34,43252.86872569847
35,44089.95031019761
36,43484.303897888145
37,48453.30918535725
38,60649.31301906859
39,76297.90085889702
40,75008.9736952614
41,99924.76578548278
42,123749.96353870029
43,146372.42529719512
44,168048.35337988677
45,188356.34285161752
46,208057.46478719302
47,226828.61666251085
48,244618.11503461676
49,261943.14541344086
50,278422.66129484394
51,299912.89577197813
52,321432.3425059472
53,342439.13148428703
54,342511.92829631304
55,342503.45670767926
56,363511.997976757
57,384777.4121862337
58,405858.4509782957
59,426990.59267070977
60,426936.42578953604
61,448084.6235796937
62,447932.13698637893
63,447911.88039388595
64,469396.2051422864
65,469203.5686157357
66,490388.0271519024
67,511585.83282812213
68,512615.1106520236
69,513623.00326625496
70,534748.1174404175
71,556713.8152169283
72,556699.239511544
73,576802.173329404
74,578144.10027129
75,578913.0670685248
76,579051.5724668636
77,577012.3373640652
78,577049.6637023035
79,596896.8392776143
80,616247.4582440944
81,616118.573806195
82,634462.8725232859
83,637726.0407669173
84,635635.0334752694
85,637635.9897554563
86,637638.6460774476
87,633571.2946369165
88,625014.4988782506
89,614107.1791741737
90,614194.7350888589
91,592787.8324009473
92,571212.2471426639
93,570896.1324363155
94,570682.5332166828
95,550564.2919330719
96,529197.4701627562
97,515000.83354353905
98,515087.120173404
99,515393.8988118686
100,515451.1305901232
101,515519.0436697269
102,515168.3550564046
103,515552.71064264333
104,536881.6033455234
105,558277.6658467976
106,558626.787897897
107,558648.6211223028
108,537518.8867743503
109,537233.8264921685
110,557907.7335854035
111,558053.0716999209
112,579527.2481550063
113,601339.3657158673
114,601407.3896674187
115,622689.0534648122
116,602366.0516021493
117,581161.2090305815
118,581004.055608099
119,601243.7412765009
120,601552.5056960501
121,601230.4310728936
122,622736.5128708786
123,603494.5445603918
124,603637.3818980779
125,602743.5381847373
126,623896.0054993208
127,623936.6819153731
128,645073.6213049786
129,644890.5516690004
130,623608.0020463902
131,645089.4141193266
132,625874.4388801766
133,622674.0617473773
134,622738.325202186
135,640816.7467205893
136,642015.3708226989
137,663735.5592574633
138,662585.9106195765
139,682038.7137291302
140,703307.6489387408
141,703180.5265148738
142,703230.0559366541
143,682132.8347730392
144,662739.0205814874
145,661739.598295363
146,661722.2675291982
147,676014.8869619347
148,654775.6084340839
149,654446.8008556379
150,633095.7516760122
151,611518.8052728577
152,590335.8861233324
153,568863.2301751289
154,569600.41842573
155,569489.3542723202
156,569487.1870070965
157,569902.4442571953
158,591830.0556695675
159,592361.8170544562
160,571693.7984708865
161,550394.6557803666
162,550420.0840299423
163,550010.1311684839
164,549756.7963405928
165,550031.7712034113
166,570797.142857325
167,570809.6508506293
168,591281.8777833773
169,591548.1832347054
170,570002.174259704
171,570087.830877727
172,569945.5486135348
173,589359.9940085253
174,587231.5359703819
175,608503.2041234791
176,609273.3531505386
177,609162.8496784136
178,587964.4695361919
179,587654.8199980024
180,609033.7285148468
181,588807.0855880732
182,608293.7561604272
183,609311.7561419967
184,630842.4790272258
185,609712.6614264151
186,608589.7821192745
187,586852.826304446
188,608354.5432046709
189,608039.5819048967
190,586623.2982490977
191,586622.5956020686
192,608155.1501386686
193,608050.3291646782
194,607064.5850886409
195,609108.1296813638
196,609133.6641765434
197,587686.7561729546
198,588710.9002978675
199,567309.2450821344
200,588782.704167302
201,610238.5097669708
202,610317.0631232407
203,611343.7768898176
204,610982.2033278613
205,611593.7121654256
206,611952.4349016423
207,612073.7775513314
208,611358.2942021572
209,611714.0456046102
210,633141.5952632431
211,654495.1366097162
212,633128.9571027702
213,633406.7534706263
214,612083.7006781494
215,611838.6389724186
216,590213.6978451548
217,611722.4195734314
218,611529.9979461385
219,611798.4435935209
220,633006.3958127297
221,611280.0407214368
222,611572.4746066368
223,612238.1704080215
224,612173.9864301793
225,612594.3368092539
226,612416.8855270208
227,634059.558462706
