Roll,Pitch,Yaw
-3.748242288906127734e-02,8.667320299741718137e-02,-3.805851479405157445e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.593079062456486989e-04,2.120911210689463173e-04,5.714107347756579997e-03
2.829727397916320208e-04,3.766800575532555694e-04,1.015841306269536608e-02
4.417401694539725373e-04,5.879241578591157301e-04,1.587252041051807894e-02
6.354862878332498497e-04,8.456108268921436275e-04,2.285642939129451864e-02
8.640757868316298633e-04,1.149501944320182418e-03,3.111014000515006234e-02
-3.447469651276357920e-04,-7.487663530934568316e-03,-1.629943804505544769e-01
-4.298860060825977335e-04,-9.464072770134642279e-03,-2.062897630382198311e-01
-5.219112301451360328e-04,-1.166773050048509723e-02,-2.546787202821557683e-01
-6.198066181005462043e-04,-1.409716270415258162e-02,-3.081612523260073289e-01
-7.224583536885211118e-04,-1.675079239101136958e-02,-3.667373593624005945e-01
-3.046168038503620223e-02,2.327038774427103371e-02,-5.776326346161027026e-01
-3.530210379668535098e-02,2.689463863397310861e-02,-6.699171347036293467e-01
-4.049493027908391413e-02,3.076046142829429522e-02,-7.690375218267631041e-01
-4.603918811339285239e-02,3.486249686166108946e-02,-8.749937952474667879e-01
-5.193386812652743545e-02,3.919508241201420662e-02,-9.877859540517031078e-01
-1.864241464977339433e-02,-9.769015683708286851e-03,-1.124259239023688295e+00
-2.070695970291189930e-02,-1.089913533935054323e-02,-1.252646865148101085e+00
-2.286978721650964261e-02,-1.209380429201784880e-02,-1.387974361938515422e+00
-2.512895407159764644e-02,-1.335357278508341773e-02,-1.530241729133440920e+00
-2.748243648819692977e-02,-1.467901034343328283e-02,-1.679448966436438262e+00
-6.396858373476328741e-02,-4.405814310130736627e-02,-5.674826957905476643e-01
-6.944096457880076512e-02,-4.790051996665337791e-02,-6.179017535290188823e-01
-7.511237377186406883e-02,-5.189535967512387549e-02,-6.704663005629730721e-01
-8.097898497535264972e-02,-5.604144929163808880e-02,-7.251763363882552937e-01
-8.703686107340463662e-02,-6.033753686730297661e-02,-7.820318604486766745e-01
-4.791588065447991568e-02,3.084615254644507143e-02,1.116871819041848624e-01
-5.124486882037441321e-02,3.299753750814284070e-02,1.198072949312449370e-01
-5.467036647244489372e-02,3.521247129914917284e-02,1.282123239999680142e-01
-5.819049122348589342e-02,3.748984700247466606e-02,1.369022690762128902e-01
-6.180331803138712499e-02,3.982853195899307280e-02,1.458771301228014572e-01
-3.748242288906127734e-02,8.667320299741718137e-02,-3.805851479405157445e+00
