Roll,Pitch,Yaw
-2.215413200111305408e-02,2.269833628805851319e-03,-3.265657361569036077e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.087418699002215265e-04,-4.364281676466452806e-05,-4.572170232439488197e-02
-7.259327117501488237e-04,-7.788153520339460509e-05,-8.128302635333337078e-02
-1.133029287980990641e-03,-1.223033453247919663e-04,-1.270047286732676750e-01
-1.629616161142105916e-03,-1.772206359176969328e-04,-1.828868092794872779e-01
-2.215226642965111101e-03,-2.430178146067493998e-04,-2.489292681635222326e-01
-1.328473102785796868e-02,1.649356092659883064e-03,-2.318207169159566122e-02
-1.679101781828910497e-02,2.083178544437104974e-03,-2.933980936078527807e-02
-2.070032526382484944e-02,2.566123180472145490e-03,-3.622198665233792442e-02
-2.501000118142053530e-02,3.097618282508545103e-03,-4.382860350283502432e-02
-2.971721061574394973e-02,3.677045642594984915e-03,-5.215965982724651145e-02
-1.656005385241319421e-03,3.914628601332054321e-03,1.414435724696477548e-01
-1.915764483347528156e-03,4.532740999159069230e-03,1.640410663249078915e-01
-2.193412737615664347e-03,5.194672080094850028e-03,1.883124486280183252e-01
-2.488687392582447297e-03,5.900056419995071584e-03,2.142577193843127614e-01
-2.801311802575235342e-03,6.648510984051047949e-03,2.418768786002653270e-01
-3.827423945301549647e-03,8.364693755251919466e-03,-4.411397151679676831e-01
-4.262040955283437349e-03,9.296916346545544552e-03,-4.915167816689342550e-01
-4.719758149622426541e-03,1.027486013924232451e-02,-5.446169329354950683e-01
-5.200533270722540111e-03,1.129786001561197510e-02,-6.004401689915003226e-01
-5.704322779935412646e-03,1.236522551253476168e-02,-6.589864898642761037e-01
-2.215413200111305408e-02,2.269833628805851319e-03,-3.265657361569036077e+00
