Input1,Input2,Input3,Input4,Input5,Input6
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.269706249237060547e-02,2.186176553368568420e-02,-1.196267530322074890e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.269706249237060547e-02,2.186176553368568420e-02,-1.196267530322074890e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.269706249237060547e-02,2.186176553368568420e-02,-1.196267530322074890e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.269706249237060547e-02,2.186176553368568420e-02,-1.196267530322074890e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.269706249237060547e-02,2.186176553368568420e-02,-1.196267530322074890e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.955263435840606689e-02,-1.141983270645141602e-02,-2.165078222751617432e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.955263435840606689e-02,-1.141983270645141602e-02,-2.165078222751617432e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.955263435840606689e-02,-1.141983270645141602e-02,-2.165078222751617432e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.955263435840606689e-02,-1.141983270645141602e-02,-2.165078222751617432e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.955263435840606689e-02,-1.141983270645141602e-02,-2.165078222751617432e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.180084586143493652e-02,-3.666410967707633972e-02,6.746981292963027954e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.180084586143493652e-02,-3.666410967707633972e-02,6.746981292963027954e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.180084586143493652e-02,-3.666410967707633972e-02,6.746981292963027954e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.180084586143493652e-02,-3.666410967707633972e-02,6.746981292963027954e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.180084586143493652e-02,-3.666410967707633972e-02,6.746981292963027954e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.426238417625427246e-01,4.161730408668518066e-02,9.286492317914962769e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.426238417625427246e-01,4.161730408668518066e-02,9.286492317914962769e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.426238417625427246e-01,4.161730408668518066e-02,9.286492317914962769e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.426238417625427246e-01,4.161730408668518066e-02,9.286492317914962769e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.426238417625427246e-01,4.161730408668518066e-02,9.286492317914962769e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.503131330013275146e-01,-2.025468498468399048e-01,-3.577545285224914551e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.503131330013275146e-01,-2.025468498468399048e-01,-3.577545285224914551e-03
