Roll,Pitch,Yaw
2.827953454734646876e-02,-2.141377030012223473e-03,-1.361749946033202541e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.968191091241632620e-04,-7.130735298147957628e-05,-3.041278603331965674e-02
1.237672414975505121e-03,-1.262338444737153573e-04,-5.406717516812702823e-02
1.931968706863257650e-03,-1.962014526981033019e-04,-8.447996119280898331e-02
2.779106021569971875e-03,-2.807444048203648190e-04,-1.216511440982317727e-01
3.778418895180922412e-03,-3.793026353530667429e-04,-1.655807238679527782e-01
-4.980741302226381409e-03,4.793313088889106580e-03,-5.235122674226383530e-04
-6.295269640846637080e-03,6.058350886436651185e-03,-6.625702134272781502e-04
-7.760864909266796535e-03,7.468756178753938740e-03,-8.179879177607759589e-04
-9.376523662640957185e-03,9.023559382367736872e-03,-9.897653804080250479e-04
-1.114117306740709627e-02,1.072172375231566360e-02,-1.177902601348768293e-03
-2.408787666647683578e-03,-9.446592648015060198e-03,4.827136728276641003e-02
-2.789953095088974419e-03,-1.093639578722042233e-02,5.598336093728451673e-02
-3.198391226464066765e-03,-1.253126578794278023e-02,6.426661341285981599e-02
-3.633929122670720088e-03,-1.423020882925106652e-02,7.312112472145440578e-02
-4.096386153212377285e-03,-1.603218213004636156e-02,8.254689487755942356e-02
2.827953454734646876e-02,-2.141377030012223473e-03,-1.361749946033202541e+00
