Roll,Pitch,Yaw
-8.889395720766427034e-02,-6.753008481624780436e-03,1.473971110142713981e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187229188507752492e-04,-1.739499634124990062e-05,-6.951067839920793690e-02
3.885003554102614532e-04,-3.059695686775366176e-05,-1.235745393758678479e-01
6.064573317390000102e-04,-4.715828415244108365e-05,-1.930852177731220976e-01
8.724136795357402292e-04,-6.677588298798800787e-05,-2.780427135889040891e-01
1.186170376992546835e-03,-8.908243694294636853e-05,-3.784470268194923270e-01
-2.568862515913991531e-03,-3.966142607291880604e-03,1.356667932630077067e-01
-3.249413163072090160e-03,-5.011215742720625740e-03,1.717032852614701066e-01
-4.009446060586583337e-03,-6.175555097447565749e-03,2.119793645853756126e-01
-4.848858348728854982e-03,-7.458087642423398729e-03,2.564950312538407107e-01
-5.767551594127330768e-03,-8.857657453033115913e-03,3.052502852923322796e-01
2.667206184031850179e-03,1.331157259911929305e-02,-3.773516790003722532e-01
3.074687528007279819e-03,1.541398947551103106e-02,-4.376386346704671526e-01
3.506880702183069048e-03,1.766560223332381066e-02,-5.023912912702037659e-01
3.962676126763604867e-03,2.006519394179509877e-02,-5.716096489920400314e-01
4.440900600779612052e-03,2.261148730754575578e-02,-6.452937080696024008e-01
-2.487864504507848740e-02,3.124270937538747329e-03,-2.808306194559504476e-01
-2.766196768606662276e-02,3.460982425586586839e-03,-3.129007809390078054e-01
-3.058417066292283895e-02,3.811668340940162214e-03,-3.467044640257882504e-01
-3.364362753762085295e-02,4.175707634993279169e-03,-3.822416685442390771e-01
-3.683865122009575416e-02,4.552455230482073054e-03,-4.195123942962596941e-01
-8.889395720766427034e-02,-6.753008481624780436e-03,1.473971110142713981e+00
