Roll,Pitch,Yaw
-3.931189921545098082e-02,-3.020862329811676086e-02,6.679208645927803278e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.054833103175874295e-04,-1.295053712538764105e-04,-3.374986385011015649e-03
7.201930181468103832e-04,-2.299893851777924626e-04,-5.999975795499473859e-03
1.124166948594060517e-03,-3.589365123199119920e-04,-9.374962180215988539e-03
1.617039763917724454e-03,-5.162016051797619753e-04,-1.349994553884924058e-02
2.198406264552733424e-03,-7.016206019098818756e-04,-1.837492587083894985e-02
2.686798636897089546e-03,-5.177923549928701609e-03,9.897803477161501440e-02
3.393442610196991879e-03,-6.545753396097491253e-03,1.252690753175512428e-01
4.180074017030169578e-03,-8.071399006781550950e-03,1.546531795071200421e-01
5.045752381533507615e-03,-9.754019783317090936e-03,1.871303473711148913e-01
5.989460346681479801e-03,-1.159272235239631153e-02,2.227005789509341194e-01
1.965833928721665361e-02,4.251246226601669044e-03,-7.138758125507800312e-01
2.275120032192199174e-02,4.958826252660609828e-03,-8.279269736388152889e-01
2.605983453617999671e-02,5.727638541607836010e-03,-9.504263668187624692e-01
2.958165532947082746e-02,6.559557573714468008e-03,-1.081373991322172046e+00
3.331393112900007253e-02,7.456571170005743369e-03,-1.220769846221646748e+00
-3.931189921545098082e-02,-3.020862329811676086e-02,6.679208645927803278e-01
