Roll,Pitch,Yaw
-2.440482412473124127e-02,3.922856461102797176e-02,1.181670442999324333e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.164979842647276406e-03,1.079533658683343254e-03,4.222413533957412521e-03
-2.069047081227203856e-03,1.917471034129276030e-03,7.506512949134796706e-03
-3.229396721286291808e-03,2.993175881600662527e-03,1.172892648261487751e-02
-4.644869380954172976e-03,4.305746417300504968e-03,1.688965413389545422e-02
-6.314167307697864454e-03,5.854190118886943260e-03,2.298869590207647945e-02
-4.568381201686165863e-04,-3.753793700144847974e-03,7.230209758557962219e-02
-5.787068594729482271e-04,-4.744335736360904242e-03,9.150734228761155109e-02
-7.152245724628558546e-04,-5.848628278832176779e-03,1.129720275685754255e-01
-8.665093793894121463e-04,-7.065887387398228810e-03,1.366961534442492354e-01
-1.032693639246386403e-03,-8.395273907140095651e-03,1.626797199357774837e-01
2.224600068242344256e-02,1.741387379648544342e-02,-9.796504335570405120e-01
2.571000616214009701e-02,2.021811278721914740e-02,-1.136162630076965385e+00
2.940457285462536041e-02,2.323769145617539042e-02,-1.304268321299292710e+00
3.332446068174749892e-02,2.647433039089784265e-02,-1.483967506782934320e+00
3.746411592455588246e-02,2.992985032477664398e-02,-1.675260186024843057e+00
-2.440482412473124127e-02,3.922856461102797176e-02,1.181670442999324333e+00
