Roll,Pitch,Yaw
-1.232970989686563712e-01,-1.729772214015122198e-02,-3.258238499565945911e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.372298936872230363e-04,-9.084618022633725440e-04,-5.752669053308431639e-03
-9.540787237571433238e-04,-1.613592072896728215e-03,-1.022696720635054256e-02
-1.489015605751661938e-03,-2.518778814392780806e-03,-1.597963626148432917e-02
-2.141446915879870183e-03,-3.623243329167736854e-03,-2.301067622064064538e-02
-2.910702401859161220e-03,-4.926126242250565383e-03,-3.132008708729649288e-02
-3.291490423698885653e-03,-2.385157098832841975e-04,-2.727384196154041818e-01
-4.159865016383834831e-03,-3.057648795047265703e-04,-3.451845622353888476e-01
-5.127867232012280410e-03,-3.828726695710946712e-04,-4.261537803823646775e-01
-6.194774664216011299e-03,-4.704863216251084306e-04,-5.156460740101957985e-01
-7.359810720326348532e-03,-5.693177975988904281e-04,-6.136614430570872525e-01
-1.872143620910720133e-02,6.881455424141424103e-03,1.245813178114716230e-01
-2.167230234471338723e-02,7.973087674854304613e-03,1.444848413501440831e-01
-2.483076774862223030e-02,9.143653221262100506e-03,1.658626996678614907e-01
-2.819475759821728211e-02,1.039282810952907830e-02,1.887148926529319815e-01
-3.176209347135272587e-02,1.172027642415694217e-02,2.130414201701771038e-01
2.297197435211710895e-02,-1.449309794400816670e-02,4.171639425194146461e-02
2.553943629477583438e-02,-1.611533845008328997e-02,4.648030332896143507e-02
2.823445202726094713e-02,-1.781870738229504939e-02,5.150172095545451495e-02
3.105543996141866062e-02,-1.960228558347144531e-02,5.678064711819537369e-02
3.400075990731837861e-02,-2.146512002159155219e-02,6.231708180197589875e-02
-4.395534174945060768e-02,2.162717569185214003e-02,-2.730550470029501769e-02
-4.773999500524836459e-02,2.348728182844582457e-02,-2.973151330133752199e-02
-5.166655176558269946e-02,2.541677955368799521e-02,-3.226075622540056781e-02
-5.573286662824695342e-02,2.741457362234706735e-02,-3.489323345471093130e-02
-5.993673229716039996e-02,2.947953729341070556e-02,-3.762894496945339007e-02
-1.232970989686563712e-01,-1.729772214015122198e-02,-3.258238499565945911e+00
