Input1,Input2,Input3,Input4,Input5,Input6
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.172987401485443115e-02,-1.251351684331893921e-01,-2.534399926662445068e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.172987401485443115e-02,-1.251351684331893921e-01,-2.534399926662445068e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.172987401485443115e-02,-1.251351684331893921e-01,-2.534399926662445068e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.172987401485443115e-02,-1.251351684331893921e-01,-2.534399926662445068e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.172987401485443115e-02,-1.251351684331893921e-01,-2.534399926662445068e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.280614338815212250e-02,4.063839092850685120e-03,-4.429927095770835876e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.280614338815212250e-02,4.063839092850685120e-03,-4.429927095770835876e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.280614338815212250e-02,4.063839092850685120e-03,-4.429927095770835876e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.280614338815212250e-02,4.063839092850685120e-03,-4.429927095770835876e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.280614338815212250e-02,4.063839092850685120e-03,-4.429927095770835876e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.504959404468536377e-02,-3.906335681676864624e-02,-1.555450409650802612e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.504959404468536377e-02,-3.906335681676864624e-02,-1.555450409650802612e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.504959404468536377e-02,-3.906335681676864624e-02,-1.555450409650802612e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.504959404468536377e-02,-3.906335681676864624e-02,-1.555450409650802612e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.504959404468536377e-02,-3.906335681676864624e-02,-1.555450409650802612e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.844693094491958618e-02,1.160002201795578003e-01,-9.989435784518718719e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.844693094491958618e-02,1.160002201795578003e-01,-9.989435784518718719e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.844693094491958618e-02,1.160002201795578003e-01,-9.989435784518718719e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.844693094491958618e-02,1.160002201795578003e-01,-9.989435784518718719e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.844693094491958618e-02,1.160002201795578003e-01,-9.989435784518718719e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.030132457613945007e-02,-9.807047992944717407e-02,-2.075494676828384399e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.030132457613945007e-02,-9.807047992944717407e-02,-2.075494676828384399e-01
