Input1,Input2,Input3,Input4,Input5,Input6
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.731426864862442017e-01,1.389975547790527344e-01,-7.748245447874069214e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.731426864862442017e-01,1.389975547790527344e-01,-7.748245447874069214e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.731426864862442017e-01,1.389975547790527344e-01,-7.748245447874069214e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.731426864862442017e-01,1.389975547790527344e-01,-7.748245447874069214e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.731426864862442017e-01,1.389975547790527344e-01,-7.748245447874069214e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.744393587112426758e-02,-4.677122458815574646e-02,-8.288508653640747070e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.744393587112426758e-02,-4.677122458815574646e-02,-8.288508653640747070e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.744393587112426758e-02,-4.677122458815574646e-02,-8.288508653640747070e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.744393587112426758e-02,-4.677122458815574646e-02,-8.288508653640747070e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.744393587112426758e-02,-4.677122458815574646e-02,-8.288508653640747070e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.182671427726745605e-02,9.006563574075698853e-03,-5.233400315046310425e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.182671427726745605e-02,9.006563574075698853e-03,-5.233400315046310425e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.182671427726745605e-02,9.006563574075698853e-03,-5.233400315046310425e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.182671427726745605e-02,9.006563574075698853e-03,-5.233400315046310425e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.182671427726745605e-02,9.006563574075698853e-03,-5.233400315046310425e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.003733932971954346e-02,4.710207507014274597e-02,2.014295607805252075e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.003733932971954346e-02,4.710207507014274597e-02,2.014295607805252075e-01
