Input1,Input2,Input3,Input4,Input5,Input6
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.983963072299957275e-02,1.385370045900344849e-01,-1.549742668867111206e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.983963072299957275e-02,1.385370045900344849e-01,-1.549742668867111206e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.983963072299957275e-02,1.385370045900344849e-01,-1.549742668867111206e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.983963072299957275e-02,1.385370045900344849e-01,-1.549742668867111206e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.983963072299957275e-02,1.385370045900344849e-01,-1.549742668867111206e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.423053443431854248e-02,2.204167395830154419e-01,-1.451595127582550049e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.423053443431854248e-02,2.204167395830154419e-01,-1.451595127582550049e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.423053443431854248e-02,2.204167395830154419e-01,-1.451595127582550049e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.423053443431854248e-02,2.204167395830154419e-01,-1.451595127582550049e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.423053443431854248e-02,2.204167395830154419e-01,-1.451595127582550049e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.415533691644668579e-02,-6.995994597673416138e-02,2.271733433008193970e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.415533691644668579e-02,-6.995994597673416138e-02,2.271733433008193970e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.415533691644668579e-02,-6.995994597673416138e-02,2.271733433008193970e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.415533691644668579e-02,-6.995994597673416138e-02,2.271733433008193970e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.415533691644668579e-02,-6.995994597673416138e-02,2.271733433008193970e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.077621057629585266e-01,1.035243943333625793e-01,-2.605760991573333740e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.077621057629585266e-01,1.035243943333625793e-01,-2.605760991573333740e-01
