Roll Rate,Pitch Rate,Yaw Rate
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.702086489740752343e-02,6.722333827217744084e-02,-3.858713673998474536e-01
1.319993876671952428e-02,5.217552815778211950e-02,-3.001221747434524856e-01
1.693037576203606370e-02,6.697607650211381825e-02,-3.858713677856809299e-01
2.063533794976112751e-02,8.171716415116016263e-02,-4.716205612358317922e-01
2.431094883179346286e-02,9.639241992549989202e-02,-5.573697554202238225e-01
5.373679945648254276e-03,-2.824639852372927695e-01,-1.117640538376836012e+01
2.562013851978914292e-02,2.177075667569958531e-02,-3.526772349179505106e+00
2.851236964497483317e-02,2.433382161757663767e-02,-3.941686742840225133e+00
3.136782851940168176e-02,2.690021672582521353e-02,-4.356601136291959442e+00
3.418340525428180399e-02,2.947068819696724642e-02,-4.771515529473208339e+00
-7.605609184916831689e-01,2.872028371640498179e-01,2.605513368752918524e+01
-8.581207553584524472e-02,7.429656097654681324e-02,-6.100885921412162460e-01
-9.189829182564132615e-02,7.950746633462726920e-02,-6.552803388158917608e-01
-9.793440718551442437e-02,8.466282255590310002e-02,-7.004720851504754320e-01
-1.039180237519201078e-01,8.975983009486300512e-02,-7.456638310704366557e-01
-7.738828056402288214e-01,1.420093874879840401e+00,-5.207189036477321764e+01
-1.944222723001334807e-01,2.446242751281957895e-01,-6.692215384045363535e+00
-2.051262643436333466e-01,2.559945145627295915e-01,-7.053956917278758176e+00
-2.158645131794756367e-01,2.670929305978161916e-01,-7.415698488557930901e+00
-2.266379032957187845e-01,2.779082576633638557e-01,-7.777440101641652781e+00
-2.663450859645831170e-01,-2.478612569864334869e+00,3.458030722741121110e+01
-2.426217041920919470e-01,6.367923131455673069e-02,-4.705427435558450888e+00
-2.518988427235243632e-01,6.536070297748081126e-02,-4.905658057315553933e+00
-2.610576417990284614e-01,6.692379219377427024e-02,-5.105888608911756776e+00
-2.700942929843123674e-01,6.836520270706458735e-02,-5.306119082009885801e+00
-3.243421760967023282e+00,7.640770621569533683e-01,2.455681576180757109e+00
-4.948507744486546622e-01,1.152867948199298720e-01,-5.127702252042609210e+00
-5.096530248152292275e-01,1.170895083128703495e-01,-5.307619790028283546e+00
-5.242139300906070165e-01,1.186829313431662924e-01,-5.487537014325327256e+00
-5.385271130934343731e-01,1.200630317604044900e-01,-5.667453895345297532e+00
7.988849032228046987e+00,-4.095878979164250921e+00,-8.964964790585679566e+01
