Roll,Pitch,Yaw
-1.877715856660793978e-02,2.651647106948116367e-02,6.826682740834825180e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.551467866398354486e-03,1.019620795537880674e-05,1.488932476810651655e-02
-2.755580205806800083e-03,1.856319763313770446e-05,2.646991069341442931e-02
-4.301180433076441829e-03,2.988763701408377553e-05,4.135923544034285360e-02
-6.186835800899333736e-03,4.459612686198560896e-05,5.955729898650927168e-02
-8.410953147699287355e-03,6.320892651179094905e-05,8.106410129163885148e-02
-4.674610965211679729e-03,-2.149474445148394884e-03,-1.291326988626334826e-01
-5.907002709703422505e-03,-2.719654532977205073e-03,-1.634335719296966527e-01
-7.280354916621867983e-03,-3.356789537141057541e-03,-2.017698417713207348e-01
-8.793506393685370306e-03,-4.060912440060781940e-03,-2.441415083528257757e-01
-1.044520848802702774e-02,-4.832071650445145077e-03,-2.905485716278636832e-01
-8.392900991180455433e-03,-1.126534076851557235e-03,-9.577192259286134712e-01
-9.713915672174878307e-03,-1.325419981102647247e-03,-1.110727621904100015e+00
-1.112723272033410739e-02,-1.544811031922523536e-03,-1.275069972616602376e+00
-1.263176463554200636e-02,-1.785916851387315705e-03,-1.450746277871951762e+00
-1.422635882875977927e-02,-2.050018814401668738e-03,-1.637756537435689719e+00
-1.877715856660793978e-02,2.651647106948116367e-02,6.826682740834825180e-01
