Roll,Pitch,Yaw
-1.332825655334144051e-02,2.861266906554546172e-02,1.760798532039765107e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.422334596459024323e-04,-5.021901822644208018e-04,1.835686317680856536e-02
-9.632492244363072189e-04,-8.917513667934126803e-04,3.263442342532033025e-02
-1.503900198504398537e-03,-1.391541962238831628e-03,5.099128660167023819e-02
-2.163860548805358885e-03,-2.000911185955072703e-03,7.342745270536418789e-02
-2.942786311408366294e-03,-2.719115649966144955e-03,9.994292173549824965e-02
6.156445523799857628e-03,-7.970329482909465626e-04,-1.073532621660404501e-01
7.781662394662003553e-03,-1.004219585399749280e-03,-1.358689723058215393e-01
9.593844135763557324e-03,-1.233646028800719973e-03,-1.677394717710245786e-01
1.159181217090474170e-02,-1.484638732886575359e-03,-2.029647604985744536e-01
1.377430748576600680e-02,-1.756462605122864661e-03,-2.415448384038641760e-01
1.130752395463574490e-03,-3.723017683343122445e-03,-8.985764689421990026e-01
1.317932754839463462e-03,-4.307593453211020114e-03,-1.042136023333349648e+00
1.521012230404010729e-03,-4.932584793734118636e-03,-1.196329618878565260e+00
1.740423307693745756e-03,-5.597422538898378513e-03,-1.361157255610383254e+00
1.976624245547311826e-03,-6.301503997813037890e-03,-1.536618933567931222e+00
-1.332825655334144051e-02,2.861266906554546172e-02,1.760798532039765107e-01
