Roll Rate,Pitch Rate,Yaw Rate
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.644381727629440348e-02,-7.633511399914495732e-02,-1.050796671913153846e+00
-1.273077035936559694e-02,-5.925150378145838809e-02,-8.172863007315962491e-01
-1.630067789827499211e-02,-7.606423227097498796e-02,-1.050796673293950878e+00
-1.982514643377721042e-02,-9.281310701100141392e-02,-1.284307047316782135e+00
-2.329590054803372390e-02,-1.094916614128992882e-01,-1.517817423969396895e+00
1.490623840754155827e-01,8.172465721782494752e-01,-5.022143330668504824e+00
1.554306039047785234e-02,1.064984566376806219e-01,-2.853648561872694334e+00
1.712340262719572875e-02,1.187670816663462525e-01,-3.189371939666379774e+00
1.862427696400206431e-02,1.309637962540174949e-01,-3.525095328257138227e+00
2.003820916817921835e-02,1.430837072692570655e-01,-3.860818731341156163e+00
-1.086045254493302803e+00,-1.067040338057297255e+00,3.955771535511936321e+01
-1.506567833891551689e-01,-2.516404356017038282e-02,2.458059677539758958e+00
-1.613310889010713678e-01,-2.670355100618916969e-02,2.640138129046931681e+00
-1.719148414863081453e-01,-2.817735354302334724e-02,2.822216564289242502e+00
-1.824035726979627292e-01,-2.958169885060950646e-02,3.004294979797927923e+00
2.044303997615612989e+00,-1.826963504488847700e-01,-1.236784012656884926e+02
