Roll,Pitch,Yaw
1.016943026635821062e-01,-2.078557197191161221e-01,-3.333185137861051750e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.280418378123611442e-04,3.752894749907288285e-04,-1.965989562034672206e-02
-7.603957922237057718e-04,6.663915008489458775e-04,-3.495092554715618222e-02
-1.187193486134503111e-03,1.039838399293034794e-03,-5.461082116700719663e-02
-1.708179580273198623e-03,1.495125374757308445e-03,-7.863958247936952972e-02
-2.323084809428099199e-03,2.031674398836553434e-03,-1.070372094832790222e-01
-9.758117371522278399e-03,6.374304278204724790e-03,-6.590495464164346229e-02
-1.233548975421707404e-02,8.053528349341296244e-03,-8.341095810751117390e-02
-1.521004057120123494e-02,9.924195199624711097e-03,-1.029764913001149501e-01
-1.838012447060739796e-02,1.198451869844120374e-02,-1.246015541622894768e-01
-2.184399118740374887e-02,1.423257435822065237e-02,-1.482861466171669917e-01
3.983118397970835008e-03,5.644564476391886361e-03,-2.971678934982374121e-01
4.606993197544873020e-03,6.538058558924351484e-03,-3.446444209391111846e-01
5.273550495381598702e-03,7.495570608235000570e-03,-3.956377282288091046e-01
5.982099515392973361e-03,8.516711727014094485e-03,-4.501478153820923644e-01
6.731912241081194556e-03,9.601075365513762200e-03,-5.081746824170139121e-01
-6.159377341537083071e-03,-6.877283008162093925e-03,-8.341502918790885679e-02
-6.847036408312920722e-03,-7.647177192791383346e-03,-9.294081956662067490e-02
-7.568694761360435577e-03,-8.455597230475389234e-03,-1.029815175363312102e-01
-8.323904103518077816e-03,-9.302110366019970128e-03,-1.135371230978515639e-01
-9.112199460553950525e-03,-1.018626789324110493e-02,-1.246076362521206515e-01
-1.773218977420994158e-02,3.188078747172177346e-02,-5.599079362805106097e-01
-1.928307910747587006e-02,3.461159068124818050e-02,-6.096540131684359265e-01
-2.089626247740295623e-02,3.744231424472388436e-02,-6.615169452153571994e-01
-2.257133799876760369e-02,4.037111865755450141e-02,-7.154967325883563323e-01
-2.430789036651192017e-02,4.339611099986197956e-02,-7.715933754725388116e-01
-9.395216270688921956e-02,-2.460174535350083749e-02,3.425892977228009451e-01
-1.004962433682499989e-01,-2.627749422219586434e-02,3.674969198601329978e-01
-1.072323905097397612e-01,-2.799708198404629936e-02,3.932784897713786365e-01
-1.141571194198684747e-01,-2.975911944329345804e-02,4.199340068032175743e-01
-1.212668646533810457e-01,-3.156218845338828322e-02,4.474634702425829835e-01
1.064781434481522904e-01,2.820709634484787690e-02,1.358734411237917827e+00
1.126870325025745162e-01,2.970980102330324571e-02,1.442329564701921862e+00
1.190430217767177862e-01,3.123118371565947529e-02,1.528420082106890510e+00
1.255430612592196571e-01,3.276921320132140242e-02,1.617005961500726174e+00
1.321840384092616838e-01,3.432183182456195053e-02,1.708087200782995696e+00
5.214427553809482946e-02,5.396193016131612188e-03,2.793442516987663993e+00
5.473095235108800527e-02,5.548214977525900600e-03,2.942400290211537150e+00
5.736580198630691213e-02,5.691104173651655336e-03,3.095227091292017896e+00
6.004748600729318403e-02,5.824019342742956136e-03,3.251922919607220575e+00
6.277464120156922567e-02,5.946116443134071526e-03,3.412487774497816151e+00
1.016943026635821062e-01,-2.078557197191161221e-01,-3.333185137861051750e+00
