Roll,Pitch,Yaw
5.999181426758719987e-02,-2.673573024011732108e-02,-7.658845697184244461e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.493300897275478253e-05,-1.576046305105000510e-03,2.295055095222824429e-02
-2.723293900282463951e-05,-2.799230490934948284e-03,4.080097947928314206e-02
-4.393646113366201782e-05,-4.369306258327901489e-03,6.375153046519604905e-02
-6.571250406668286770e-05,-6.284813933438652099e-03,9.180220394556656838e-02
-9.337674956979101070e-05,-8.544129502192287021e-03,1.249529999844508632e-01
-4.080026008158404993e-03,-4.356513683101168738e-03,4.568871996657841716e-01
-5.166349081600310478e-03,-5.497341856071345963e-03,5.782478621073680047e-01
-6.382204339841598267e-03,-6.764813042977995024e-03,7.138862495636166816e-01
-7.728284830963980979e-03,-8.156574718415011277e-03,8.638023620437984551e-01
-9.205366595204522370e-03,-9.670059692889310110e-03,1.027996199557158263e+00
1.151493585029085900e-02,-1.485693256677024683e-02,3.177595922127287587e-01
1.331885473242359896e-02,-1.721011033681670022e-02,3.685259180525293776e-01
1.524629173227424681e-02,-1.973232553315978216e-02,4.230527127014583333e-01
1.729527031661859740e-02,-2.242264355018916411e-02,4.813399762482351574e-01
1.946370733455622670e-02,-2.528008838436467468e-02,5.433877088018120860e-01
5.999181426758719987e-02,-2.673573024011732108e-02,-7.658845697184244461e-01
