Roll Rate,Pitch Rate,Yaw Rate
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.874527616409520092e-02,2.741281345917124038e-02,2.039871388434983057e+00
-1.452650096676874614e-02,2.129046810940262574e-02,1.586566635499100597e+00
-1.861796419472571892e-02,2.734786534525625312e-02,2.039871388628821336e+00
-2.267100520882934026e-02,3.339437696373556697e-02,2.493176141965148140e+00
-2.667907386594640246e-02,3.943026461732171417e-02,2.946480895676001133e+00
2.789307603720383999e-01,-4.450620209276279771e-01,-1.382382321914122691e+01
4.697327697595731627e-02,-7.812313390581390737e-02,-7.219307061242959955e-01
5.240948419536817920e-02,-8.707780859543681751e-02,-8.068637319363948235e-01
5.782228882781946522e-02,-9.596518112998507488e-02,-8.917967587029229648e-01
6.321042673135719714e-02,-1.047803671573448725e-01,-9.767297867463053951e-01
-2.365762201629821593e-01,9.624229711772939178e-01,1.431432238123748135e+01
2.560964580433573029e-02,4.729804361986735678e-02,1.309922518042202944e+00
2.745698937405738338e-02,5.061525023401756973e-02,1.406953817326787926e+00
2.929580634967944575e-02,5.389704708706086894e-02,1.503985117228239021e+00
3.112575878735949694e-02,5.714164143944761021e-02,1.601016417875010589e+00
1.025787646415975196e+00,-7.977987472732286367e-01,-5.293099449884306296e+01
1.458496260697350888e-01,-3.043516505786343640e-02,-4.443422456957884847e+00
1.531952932782217336e-01,-3.154590735774346483e-02,-4.683607360537095587e+00
1.604651436285291222e-01,-3.257746187389277265e-02,-4.923792238586976566e+00
1.676561580759787506e-01,-3.352670674802767786e-02,-5.163977087178428071e+00
-4.927207057583458116e+00,-2.909414939999256378e-01,7.580589597102074606e+01
