Roll,Pitch,Yaw
5.095450894810493736e-02,-4.978521119830787989e-02,-4.654258640338240660e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.639219492538256777e-04,-1.125031862035940510e-04,-1.079376734926911462e-02
6.463905742129532781e-04,-1.997413134241283637e-04,-1.918891973183763783e-02
1.008999338949949929e-03,-3.116211812229136729e-04,-2.998268708034245930e-02
1.451435814378650721e-03,-4.479649803854117646e-04,-4.317506939397530719e-02
1.973355117008984954e-03,-6.085672248340125894e-04,-5.876606667128102257e-02
2.866604436755681561e-03,-4.812051827693377727e-03,-4.110249819255645809e-02
3.624105555068716546e-03,-6.081483109476432634e-03,-5.202034929382218231e-02
4.469125423365164981e-03,-7.496512960422825785e-03,-6.422265348155026254e-02
5.401238587684590274e-03,-9.056078441812762114e-03,-7.770941076535667347e-02
6.419994534635460083e-03,-1.075904031649577673e-02,-9.248062115811274408e-02
-2.809314473860998872e-03,2.549202261330783055e-04,-2.301875046893286370e-01
-3.252610922563270533e-03,2.934265146857124038e-04,-2.669630231609115278e-01
-3.727244180837192659e-03,3.341296631696751658e-04,-3.064626540976055358e-01
-4.232933355110282680e-03,3.768961450635332795e-04,-3.486863974940402899e-01
-4.769383689270294789e-03,4.215847440696363839e-04,-3.936342533437048319e-01
-1.928110947482557930e-02,-9.480264683119925609e-03,-1.114038659216991245e-01
-2.143507025839642283e-02,-1.054415646033693768e-02,-1.241259119997055044e-01
-2.369582206424572512e-02,-1.166185868022033729e-02,-1.375356361274530093e-01
-2.606200480547493648e-02,-1.283285925271255602e-02,-1.516330382736882365e-01
-2.853220786106720405e-02,-1.405662740956988357e-02,-1.664181184024892679e-01
-4.458591091426990921e-02,2.944742891313425343e-02,3.890229209029078539e-01
-4.840833551169480831e-02,3.200612035918314058e-02,4.235863905279275143e-01
-5.237121748923048020e-02,3.466473890023577531e-02,4.596206451812699934e-01
-5.647205477069911633e-02,3.742229411260394878e-02,4.971256846776573868e-01
-6.070827321586205749e-02,4.027776534232230254e-02,5.361015088118309402e-01
5.095450894810493736e-02,-4.978521119830787989e-02,-4.654258640338240660e+00
