Roll,Pitch,Yaw
2.642948785457700442e-02,-5.381845207655036947e-03,-1.177518098424481741e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.610063181630237011e-04,7.125671786954014899e-05,1.572546740777790511e-02
2.859875136423344196e-04,1.265103120901926172e-04,2.795638650266648456e-02
4.464422954493391126e-04,1.973700078111879919e-04,4.368185391025052045e-02
6.422434186074415944e-04,2.837223426696870916e-04,6.290186963032481926e-02
8.732516443244947102e-04,3.854361324616993926e-04,8.561643366251971143e-02
4.953288877064690541e-04,-2.428996165182523582e-03,7.425148322520337685e-02
6.251919837021830632e-04,-3.070232380800774156e-03,9.397453346981489430e-02
7.695502220754270881e-04,-3.785244053750281244e-03,1.160179425775222095e-01
9.281637111395913027e-04,-4.573568975043337814e-03,1.403817105549464705e-01
1.100771879162807179e-03,-5.434713623246029308e-03,1.670658374109696420e-01
2.642948785457700442e-02,-5.381845207655036947e-03,-1.177518098424481741e+00
