Roll Rate,Pitch Rate,Yaw Rate
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.844982447651744906e-03,1.591074160934971560e-02,1.375388130134000964e+00
-2.199435760650937655e-03,1.235007849328826311e-02,1.069746323458031778e+00
-2.812129831537712402e-03,1.585459115358092003e-02,1.375388130213709426e+00
-3.413939146972426366e-03,1.934590515805410457e-02,1.681029937053701184e+00
-4.002774377678068249e-03,2.282269181351555612e-02,1.986671744045512833e+00
2.529565641317516045e-01,-3.488983113754517418e-01,-2.347766606887226004e+01
6.313130402254120421e-02,-6.894464509844201727e-02,-4.247195481549067786e+00
7.058466124795423347e-02,-7.668614389388485331e-02,-4.746865540049443943e+00
7.805439332473915193e-02,-8.431487889020176929e-02,-5.246535599547091699e+00
8.554324419286678249e-02,-9.182104309410042686e-02,-5.746205660272207361e+00
-1.263773439650813346e+00,9.822131791462646033e-01,2.070171873363711867e+01
-1.152775915191978640e-01,6.216707654219510298e-02,-2.440308747102112985e+00
-1.235119585602592190e-01,6.637551663798867130e-02,-2.621072339765281978e+00
-1.316909097420422281e-01,7.050582104827776697e-02,-2.801835925483503242e+00
-1.398118516321208149e-01,7.455372360138326493e-02,-2.982599502740917785e+00
3.595434775089178525e-01,2.732921523906118200e+00,5.549563045861369659e+01
-9.472828534194589756e-02,3.815793820562761174e-01,3.354586802623982233e+00
-9.864502842066701083e-02,4.007731785046986239e-01,3.535916296156471628e+00
-1.023845671324619816e-01,4.197660300208925777e-01,3.717245919049666281e+00
-1.059399760529584483e-01,4.385502091249541823e-01,3.898575691179895220e+00
6.664211614727421074e-01,-3.634601318269048864e+00,-1.316477543737891551e+02
