Roll,Pitch,Yaw
1.757440389525457766e-02,-3.515740426671155883e-02,-1.135584219509568449e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.186883031039674750e-04,5.745959435073041965e-04,-1.527572681069072928e-03
-2.108211479299381080e-04,1.020544130519268752e-03,-2.715684766418329735e-03
-3.291055147928542333e-04,1.592960749995562435e-03,-4.243257447772718488e-03
-4.734486197028150620e-04,2.291312990075743822e-03,-6.110290725433770338e-03
-6.437490863032743066e-04,3.115008276052021793e-03,-8.316784599944039569e-03
4.113338805324026452e-03,2.420834125041905396e-03,2.114084124887816163e-01
5.201379558705907825e-03,3.055573069077464031e-03,2.675637719839222828e-01
6.415662740175041845e-03,3.761185782466472047e-03,3.303256443001297837e-01
7.755749120924784225e-03,4.536506115395810140e-03,3.996940293997119920e-01
9.221178500957660784e-03,5.380266501584639142e-03,4.756689272317596306e-01
1.757440389525457766e-02,-3.515740426671155883e-02,-1.135584219509568449e+00
