Roll Rate,Pitch Rate,Yaw Rate
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.924018243416428520e-02,5.015459461014801744e-03,-8.570479069314768106e-01
-5.373993499543688185e-02,3.869262644329715065e-03,-6.665928162540010193e-01
-6.898299656785820966e-02,4.936570807820705661e-03,-8.570479059652136300e-01
-8.416385982797347509e-02,5.976855442663914740e-03,-1.047502994654986308e+00
-9.927573956552801504e-02,6.984733601935277578e-03,-1.237958081506439934e+00
3.078334821872061866e-01,3.187925220350609767e-01,-3.126344210410024971e+00
-1.809083587339112981e-02,9.115363635688222832e-02,-2.069881207366447207e+00
-2.029757455919346462e-02,1.016033999838377444e-01,-2.313396652699567291e+00
-2.253237652553310294e-02,1.119749837387676306e-01,-2.556912103643829592e+00
-2.479837393323195555e-02,1.222626470742511906e-01,-2.800427562100568757e+00
2.729017595463468782e-01,-6.551552568115704966e-01,-1.641159414904668168e+01
1.865742135045019359e-02,1.873486583711216763e-02,-5.423118644571111702e+00
1.990963025158963909e-02,2.012220783226159951e-02,-5.824831136757346428e+00
2.113598566182680119e-02,2.151059020836681296e-02,-6.226543628963243648e+00
2.233501118883206293e-02,2.290013453945581590e-02,-6.628256121203823348e+00
1.367047231342319868e-01,9.860887112693598189e-01,4.413716681276648046e+01
3.723598080568723406e-02,1.328656354865828670e-01,-1.588520656444911028e+00
3.895770733253634682e-02,1.395161036119864639e-01,-1.674386664812119063e+00
4.063722367159527254e-02,1.460920602221053577e-01,-1.760252680455320906e+00
4.227291405294562876e-02,1.525907336195380382e-01,-1.846118704482932360e+00
1.351342254687308175e+00,2.083454039503911837e+00,-3.408999543801494170e+00
1.566063642895736130e-01,3.318959367965751417e-01,-2.149079582885271567e+00
1.620326382357463457e-01,3.445369408191130134e-01,-2.240530015512509632e+00
1.673182753138085233e-01,3.570121224352830192e-01,-2.331980498183783279e+00
1.724593038204665085e-01,3.693165426704579368e-01,-2.423431036842965458e+00
-5.126629927689744015e+00,-5.693901830857569735e+00,-4.791328728952217375e+01
-1.813778364793156017e-01,-3.597066835391068279e-02,-5.906978045922750553e+00
-1.865408182798771464e-01,-3.767958671190935888e-02,-6.114240140356341335e+00
-1.915904493189096724e-01,-3.942973656494074691e-02,-6.321502186393301415e+00
-1.965238965527520143e-01,-4.122161545113828263e-02,-6.528764179848278282e+00
-9.653600802564388239e-01,-6.938710606544249870e+00,2.803917362033949701e+01
-2.408727202711631599e-01,-4.435583477951116071e-01,-4.803776376924894898e+00
-2.451185859435364711e-01,-4.545063786978109643e-01,-4.947173875278775945e+00
-2.491341050291050185e-01,-4.652693377788327811e-01,-5.090571549128819484e+00
-2.529158138409752232e-01,-4.758429341698899862e-01,-5.233969413209559995e+00
1.518212468783461055e+01,6.230430174433519319e+00,-5.168718361393530358e+02
