Roll Rate,Pitch Rate,Yaw Rate
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.344987485328556082e-02,-1.269604135733914778e-02,0.000000000000000000e+00
-1.043863128036099340e-02,-9.853570824259300434e-03,0.000000000000000000e+00
-1.339907662744581514e-02,-1.264809024973491403e-02,0.000000000000000000e+00
-1.634713030704103981e-02,-1.543091252963094996e-02,0.000000000000000000e+00
-1.928141085868019175e-02,-1.820073362980207526e-02,0.000000000000000000e+00
1.121352686346132888e-01,-3.261940836337855892e-02,0.000000000000000000e+00
1.035070932994850215e-02,-2.677433691802509966e-02,0.000000000000000000e+00
1.154017639776451498e-02,-2.985114941231699001e-02,0.000000000000000000e+00
1.272172684142252978e-02,-3.290748384098234752e-02,0.000000000000000000e+00
1.389481277217170622e-02,-3.594192296730264191e-02,0.000000000000000000e+00
4.646317409926944419e-01,6.701081170632466888e-01,0.000000000000000000e+00
8.712925163584135657e-02,6.990811776962611857e-02,0.000000000000000000e+00
9.327944659105114056e-02,7.484272310541725814e-02,0.000000000000000000e+00
9.937266520657481172e-02,7.973161314932651622e-02,0.000000000000000000e+00
1.054061138424567112e-01,8.457254635515949748e-02,0.000000000000000000e+00
3.946300434768550969e-01,-1.866344737838341317e+00,0.000000000000000000e+00
1.489539352493643443e-01,-1.245708965613923774e-01,0.000000000000000000e+00
1.563680901506939724e-01,-1.307713833714533314e-01,0.000000000000000000e+00
1.636925908162167875e-01,-1.368968901588300535e-01,0.000000000000000000e+00
1.709241209286473662e-01,-1.429446432308396631e-01,0.000000000000000000e+00
-3.708163711439450783e+00,-1.825868325538529735e+00,0.000000000000000000e+00
-1.494458941152108089e-01,-2.991548366717278196e-01,0.000000000000000000e+00
-1.550438137702562225e-01,-3.103604530592072863e-01,0.000000000000000000e+00
-1.605563861668195813e-01,-3.213952099030858989e-01,0.000000000000000000e+00
-1.659811512519707710e-01,-3.322541813149441636e-01,0.000000000000000000e+00
3.540446950670021131e+00,3.725167129482778616e+00,0.000000000000000000e+00
8.161355106460661812e-02,-7.046977898553570541e-02,0.000000000000000000e+00
8.399274124900393823e-02,-7.252410526916076849e-02,0.000000000000000000e+00
8.632701047774585246e-02,-7.453964397878351522e-02,0.000000000000000000e+00
8.861533415729615226e-02,-7.651551040331379394e-02,0.000000000000000000e+00
1.551916537566739862e+00,1.060517769234244589e+01,0.000000000000000000e+00
1.777682376030764733e-01,5.391267853196004545e-01,0.000000000000000000e+00
1.818655442679444068e-01,5.515523212180656332e-01,0.000000000000000000e+00
1.858677319318560728e-01,5.636893150069766101e-01,0.000000000000000000e+00
1.897730810417538883e-01,5.755325483528223041e-01,0.000000000000000000e+00
-1.035397023003499761e+01,-6.626015907656951143e+00,0.000000000000000000e+00
-3.236248498021593312e-01,2.420864402894455647e-01,0.000000000000000000e+00
-3.295380523033186737e-01,2.465096848895793891e-01,0.000000000000000000e+00
-3.352819062209619339e-01,2.508062385221450086e-01,0.000000000000000000e+00
-3.408540073947710636e-01,2.549743024683505110e-01,0.000000000000000000e+00
4.260170311616612082e+00,-7.235247350253357190e+00,0.000000000000000000e+00
-1.547116235062033496e-01,-5.719526813150396793e-02,0.000000000000000000e+00
-1.569315288749616177e-01,-5.801594008632855043e-02,0.000000000000000000e+00
-1.590719808483118114e-01,-5.880723865331616285e-02,0.000000000000000000e+00
-1.611321158761079564e-01,-5.956884458420581840e-02,0.000000000000000000e+00
3.369585384195752820e+00,-2.400073895235745880e+00,0.000000000000000000e+00
-3.303382516862754525e-02,-1.484109882152556681e-01,0.000000000000000000e+00
-3.339706295695053090e-02,-1.500428896249954291e-01,0.000000000000000000e+00
-3.374361113169521698e-02,-1.515998086596297145e-01,0.000000000000000000e+00
-3.407333748961464265e-02,-1.530811513815726055e-01,0.000000000000000000e+00
4.759590860326062156e+00,-6.447856044476765192e+00,0.000000000000000000e+00
1.232317716970278421e-01,-3.631171685603271082e-01,0.000000000000000000e+00
1.242215943398482236e-01,-3.660335357570737580e-01,0.000000000000000000e+00
1.251500663300507410e-01,-3.687691138197668472e-01,0.000000000000000000e+00
1.260168665162438029e-01,-3.713229569134710029e-01,0.000000000000000000e+00
-1.970289272286322557e+01,-4.610259625081877921e+00,0.000000000000000000e+00
-4.517464693143929955e-01,-4.996454624132701250e-01,0.000000000000000000e+00
-4.541554625235644238e-01,-5.023089096544891552e-01,0.000000000000000000e+00
-4.563425879213656167e-01,-5.047269339020027390e-01,0.000000000000000000e+00
-4.583072423629486192e-01,-5.068988706489557794e-01,0.000000000000000000e+00
-8.272234492325111432e+00,7.971217094582627283e+00,0.000000000000000000e+00
-6.647752606465218150e-01,-2.899159927212777155e-01,0.000000000000000000e+00
-6.666392985154423467e-01,-2.907284098992851673e-01,0.000000000000000000e+00
-6.681809823619544453e-01,-2.914002364850329374e-01,0.000000000000000000e+00
-6.694002181446057076e-01,-2.919314331967057252e-01,0.000000000000000000e+00
2.388824651211754713e+01,2.008314213376771740e+00,0.000000000000000000e+00
-1.006864337681677435e-01,-2.391634477807144665e-01,0.000000000000000000e+00
-1.007243262178630916e-01,-2.392533674352395612e-01,0.000000000000000000e+00
-1.007139959958776310e-01,-2.392287423518921208e-01,0.000000000000000000e+00
-1.006555439854048273e-01,-2.390898125176302291e-01,0.000000000000000000e+00
1.374701221058170830e+00,1.387970495381632041e+01,0.000000000000000000e+00
-6.979386588103903000e-02,5.438190535799851399e-02,0.000000000000000000e+00
-6.965342049244094280e-02,5.427247159809078791e-02,0.000000000000000000e+00
-6.947995932733430635e-02,5.413731267625808419e-02,0.000000000000000000e+00
-6.927363097997962793e-02,5.397654438213141115e-02,0.000000000000000000e+00
1.650253352516400085e+01,9.086088978483944700e+00,0.000000000000000000e+00
2.382168954085994717e-01,2.208959069051802393e-01,0.000000000000000000e+00
2.371642404084217670e-01,2.199197023549509522e-01,0.000000000000000000e+00
2.360003112383934898e-01,2.188403188365897756e-01,0.000000000000000000e+00
2.347258851232936205e-01,2.176584775863632526e-01,0.000000000000000000e+00
-1.895055601815175450e+01,9.019011684838204701e+00,0.000000000000000000e+00
-8.496758058217299125e-02,3.603629920849671375e-01,0.000000000000000000e+00
-8.438098001092991796e-02,3.578749134821479494e-01,0.000000000000000000e+00
-8.375520720592666279e-02,3.552207190439110596e-01,0.000000000000000000e+00
-8.309063872877844870e-02,3.524020074121420043e-01,0.000000000000000000e+00
-2.446793138232755638e+01,-4.028330463833418307e+00,0.000000000000000000e+00
-4.395149893386796069e-01,2.820309184664276936e-01,0.000000000000000000e+00
-4.353243128715988952e-01,2.793417161098460388e-01,0.000000000000000000e+00
-4.309338680802410337e-01,2.765243576582754326e-01,0.000000000000000000e+00
-4.263461488257180854e-01,2.735804450326007053e-01,0.000000000000000000e+00
3.046305090121136772e+01,-4.656565976184062805e+01,0.000000000000000000e+00
-1.580704495136291826e-02,-3.404468175407571184e-01,0.000000000000000000e+00
-1.561110186099282787e-02,-3.362267318330891541e-01,0.000000000000000000e+00
-1.540808422559273444e-02,-3.318543143921215410e-01,0.000000000000000000e+00
-1.519810304237995818e-02,-3.273319570490429431e-01,0.000000000000000000e+00
3.850607311455158310e+01,-9.115174717428176088e-01,0.000000000000000000e+00
4.241962447497693578e-01,-3.245583364609561094e-01,0.000000000000000000e+00
4.175807012236854021e-01,-3.194972471076251708e-01,0.000000000000000000e+00
4.107786489229936500e-01,-3.142935420387460432e-01,0.000000000000000000e+00
4.037937068789798634e-01,-3.089499917048321720e-01,0.000000000000000000e+00
-8.747089824406401704e+00,1.097537566861942260e+01,0.000000000000000000e+00
2.986593091078515450e-01,-1.860703968414395559e-01,0.000000000000000000e+00
2.928967687263472897e-01,-1.824805440333310269e-01,0.000000000000000000e+00
2.870056450354929733e-01,-1.788106089340657512e-01,0.000000000000000000e+00
2.809890077702048572e-01,-1.750625041517933633e-01,0.000000000000000000e+00
-3.964481102971259219e+01,2.436285855317581550e+01,0.000000000000000000e+00
-7.103971059142372146e-02,4.139369632069136995e-02,0.000000000000000000e+00
-6.935373807942790680e-02,4.041131546561466115e-02,0.000000000000000000e+00
-6.763795719447462940e-02,3.941156621138294791e-02,0.000000000000000000e+00
-6.589324689195985574e-02,3.839496070650386117e-02,0.000000000000000000e+00
2.717976656457572915e+01,2.547659054796921296e+01,0.000000000000000000e+00
1.331042370133067587e-01,2.187992386040282788e-01,0.000000000000000000e+00
1.292037388233024942e-01,2.123887610388175418e-01,0.000000000000000000e+00
1.252491906469310745e-01,2.058894815302525494e-01,0.000000000000000000e+00
1.212425893345359107e-01,1.993046813305032749e-01,0.000000000000000000e+00
-5.825151462223322341e+01,2.926939395455224613e+01,0.000000000000000000e+00
-2.310183354457151506e-01,3.573757829590684665e-01,0.000000000000000000e+00
-2.225365727846928543e-01,3.442671389624507583e-01,0.000000000000000000e+00
-2.139650912798163329e-01,3.310200059206236389e-01,0.000000000000000000e+00
-2.053081670954581828e-01,3.176409847536310060e-01,0.000000000000000000e+00
7.180944367642172033e+00,-1.999823078195592174e+01,0.000000000000000000e+00
-1.533564855138003225e-01,1.957528264990238132e-01,0.000000000000000000e+00
-1.460998089135412403e-01,1.864955216707764318e-01,0.000000000000000000e+00
-1.387876181201119774e-01,1.771674370239062490e-01,0.000000000000000000e+00
-1.314235185195133937e-01,1.677731681956506904e-01,0.000000000000000000e+00
-6.723192140932917482e+01,-2.149239775722697487e+01,0.000000000000000000e+00
