Input1,Input2,Input3,Input4,Input5,Input6
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.279260814189910889e-01,-6.441307812929153442e-02,-2.099192701280117035e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.279260814189910889e-01,-6.441307812929153442e-02,-2.099192701280117035e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.279260814189910889e-01,-6.441307812929153442e-02,-2.099192701280117035e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.279260814189910889e-01,-6.441307812929153442e-02,-2.099192701280117035e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.279260814189910889e-01,-6.441307812929153442e-02,-2.099192701280117035e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.555501580238342285e-02,1.519815623760223389e-01,-2.478512376546859741e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.555501580238342285e-02,1.519815623760223389e-01,-2.478512376546859741e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.555501580238342285e-02,1.519815623760223389e-01,-2.478512376546859741e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.555501580238342285e-02,1.519815623760223389e-01,-2.478512376546859741e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.555501580238342285e-02,1.519815623760223389e-01,-2.478512376546859741e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.984128355979919434e-01,-4.899944365024566650e-02,-4.759356379508972168e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.984128355979919434e-01,-4.899944365024566650e-02,-4.759356379508972168e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.984128355979919434e-01,-4.899944365024566650e-02,-4.759356379508972168e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.984128355979919434e-01,-4.899944365024566650e-02,-4.759356379508972168e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.984128355979919434e-01,-4.899944365024566650e-02,-4.759356379508972168e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.226292639970779419e-01,6.990176439285278320e-02,-1.150306984782218933e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.226292639970779419e-01,6.990176439285278320e-02,-1.150306984782218933e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.226292639970779419e-01,6.990176439285278320e-02,-1.150306984782218933e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.226292639970779419e-01,6.990176439285278320e-02,-1.150306984782218933e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.226292639970779419e-01,6.990176439285278320e-02,-1.150306984782218933e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.862547338008880615e-02,1.649447977542877197e-01,6.418441981077194214e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.862547338008880615e-02,1.649447977542877197e-01,6.418441981077194214e-02
