Roll Rate,Pitch Rate,Yaw Rate
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.599297659602036986e-02,-5.974562811888656233e-02,4.553152249961532894e-01
-3.570645844836278088e-02,-4.636117236747721443e-02,3.541340639260836531e-01
-4.584674382408182591e-02,-5.949881923024886304e-02,4.553152251524158478e-01
-5.595491829610136497e-02,-7.257350919714436466e-02,5.564963865434354728e-01
-6.602848365180363777e-02,-8.557738220958564790e-02,6.576775482300601938e-01
5.972537526834493793e-01,1.352554508974812275e-01,5.332432842619687641e+00
9.163011183539525317e-02,-5.000933405197407339e-02,2.074895491112695112e+00
1.020897145653249655e-01,-5.588503779157911328e-02,2.319000836210384442e+00
1.124560345460839800e-01,-6.176466363989659841e-02,2.563106177174481637e+00
1.227218605864575929e-01,-6.764965037327451414e-02,2.807211512624554928e+00
-3.312724421791695684e-01,7.603185140244322904e-02,-2.905229165506475297e+01
7.045995498286611314e-02,-5.458904548537708151e-02,-1.833556629458035658e+00
7.549760597742793955e-02,-5.835977925591076532e-02,-1.969375636172512767e+00
8.050241511722922017e-02,-6.207759798769023341e-02,-2.105194641779106757e+00
8.547288078394706112e-02,-6.573970563756989516e-02,-2.241013646029532680e+00
9.732242845778740215e-01,1.848435338048459720e+00,1.455180547659410628e+01
1.932613031536339065e-01,1.411887700310194005e-01,-5.794429712553083034e-01
2.028298220310240096e-01,1.482863314029187196e-01,-6.107642023776727047e-01
2.122743378146846882e-01,1.553093905780322526e-01,-6.420854306809067324e-01
2.215902401543963507e-01,1.622552121089425869e-01,-6.734066557485124394e-01
-4.322393332051432502e+00,3.756648834767900347e+00,-5.984438494846438772e+01
-1.620527444792463356e-01,4.808246105326159370e-01,-5.990429431628540691e+00
-1.699056689268240439e-01,4.982489852148226372e-01,-6.245342932190456331e+00
-1.778708667249787045e-01,5.153253810879498964e-01,-6.500256758923650402e+00
-1.859506819034028313e-01,5.320428420957881155e-01,-6.755170946801647425e+00
-5.830116595322923700e+00,-6.477718634993929747e+00,7.924988590208814188e+00
-5.786144378292695789e-01,6.603348606154454958e-02,-6.179129643689928564e+00
-5.957547372122451446e-01,6.576154993158528361e-02,-6.395938038242054979e+00
-6.125951561960870650e-01,6.524815393369222394e-02,-6.612745895550553143e+00
-6.291275837905798696e-01,6.448892695478432302e-02,-6.829553165858981423e+00
9.616206193125751867e+00,5.050213230127453379e+00,3.190363761595648953e+02
