Roll,Pitch,Yaw
-9.533102439235385805e-03,-3.479853028422660172e-02,6.585035604898543671e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.649322955661729855e-04,4.236336365083374390e-04,-3.340529487458946539e-02
-6.484390371484058824e-04,7.521820503521217801e-04,-5.938719088839280319e-02
-1.012707443356940414e-03,1.173599546269945724e-03,-9.279248576388672565e-02
-1.457667824176632054e-03,1.687265073501695474e-03,-1.336211795020094961e-01
-1.983270507569818292e-03,2.292463487852977860e-03,-1.818732721044216405e-01
-9.696624796006941827e-03,8.218275517532574667e-03,-4.548552675309886634e-02
-1.225754666273020516e-02,1.038512817667956202e-02,-5.756761975973544859e-02
-1.511364743206357504e-02,1.279994021982345381e-02,-7.107113544185249265e-02
-1.826325897988356414e-02,1.546071026843079746e-02,-8.599607378015813874e-02
-2.170460590568169465e-02,1.836528834266663857e-02,-1.023424347486483338e-01
5.192940006677748688e-03,1.358330732556812560e-02,-5.483155413900586694e-01
5.992432783916559931e-03,1.573342944076643740e-02,-6.359162505857245407e-01
6.842343102101034955e-03,1.803757681511790334e-02,-7.300059018949460743e-01
7.740892516609781948e-03,2.049479727021063374e-02,-8.305844955812484720e-01
8.686200467343205625e-03,2.310409161125693070e-02,-9.376520319657011271e-01
-6.367444934832183767e-03,-1.082686564280532044e-03,-7.716069753469192438e-01
-7.077884426624417649e-03,-1.212617353844972889e-03,-8.597225864015237695e-01
-7.823336371261549460e-03,-1.350970487752094738e-03,-9.526012033465797169e-01
-8.603316160402323109e-03,-1.497960421691874565e-03,-1.050242826152047559e+00
-9.417319965562749931e-03,-1.653810014868536005e-03,-1.152647454783444436e+00
-9.533102439235385805e-03,-3.479853028422660172e-02,6.585035604898543671e-01
